id:INTEGER,publisher,genres,coop,name,timestamp:INTEGER,system,releaseDate,players,reviewRating,esrbRating,developer
205,konami,Action,No,Castlevania Lords of Shadow 2,1393286400,Microsoft Xbox 360,2/25/14,1,0 / 10,null,MercurySteam
206,Konami,Action,No,Castlevania Lords of Shadow Collection,1383609600,Microsoft Xbox 360,11/5/13,1,0 / 10,Mature,Mercury Steam
207,Konami,"Action, Adventure, Horror, Role-Playing",No,Castlevania Lords of Shadow Collectors Edition,1286236800,Microsoft Xbox 360,10/5/10,1,0 / 10,Mature,Mercurysteam
208,null,Action,No,Castlevania Symphony of the Night,1181692800,Microsoft Xbox 360,6/13/07,1,0 / 10,Teen,null
209,Atlus,"Action, Adventure, Puzzle",No,Catherine,1311638400,Microsoft Xbox 360,7/26/11,null,0 / 10,Mature,Atlus
210,null,null,No,Champion Jockey G1 Jockey Gallop Racer,1314921600,Microsoft Xbox 360,9/2/11,null,0 / 10,null,null
211,null,null,No,Chaotic Shadow Warriors,1257811200,Microsoft Xbox 360,11/10/09,null,0 / 10,Everyone 10+,null
212,Microsoft Game Studios,"Action, Fighting",Yes,Charlie Murder,1376438400,Microsoft Xbox 360,8/14/13,4,0 / 10,null,Ska Studios
213,Ubisoft Entertainment,"Music, Shooter",No,Child of Eden,1308009600,Microsoft Xbox 360,6/14/11,null,0 / 10,Everyone 10+,Q Entertainment
214,Ubisoft,"Platform, Role-Playing",Yes,Child of Light,1398816000,Microsoft Xbox 360,4/30/14,2,0 / 10,Everyone 10+,Ubisoft Montreal
215,null,null,No,Chromehounds,1152576000,Microsoft Xbox 360,7/11/06,null,0 / 10,Teen,null
216,null,null,No,Chronicles of Riddick Assault on Dark Athena,1239062400,Microsoft Xbox 360,4/7/09,null,0 / 10,Mature,null
217,null,null,No,Clash of the Titans,1280188800,Microsoft Xbox 360,7/27/10,null,0 / 10,Teen,null
218,null,null,No,Clive Barkers Jericho,1193097600,Microsoft Xbox 360,10/23/07,null,10-Aug,null,null
219,Ubisoft,null,No,Cloudy With a Chance of Meatballs,1253232000,Microsoft Xbox 360,9/18/09,null,0 / 10,Everyone,null
220,Codemasters,Racing,No,Colin McRae DiRT,1182211200,Microsoft Xbox 360,6/19/07,1,10-Aug,Everyone,Codemasters
221,"Codemasters Software, Inc.",Racing,No,Colin McRae DiRT 2,1252368000,Microsoft Xbox 360,9/8/09,4,10-Aug,Teen,null
222,2K Sports,Sports,No,College Hoops 2K7,1164067200,Microsoft Xbox 360,11/21/06,null,0 / 10,Everyone,Visual Concepts
223,2K Sports,Sports,No,College Hoops 2K8,1195430400,Microsoft Xbox 360,11/19/07,null,0 / 10,Everyone,Visual Concepts
224,null,null,No,Combat Wings The Great Battles of WWII,1332806400,Microsoft Xbox 360,3/27/12,null,0 / 10,Teen,null
225,Twisted Pixel,Action,No,Comic Jumper,1286323200,Microsoft Xbox 360,10/6/10,null,0 / 10,Teen,Twisted Pixel
226,BreakAway Games,Strategy,No,Command Conquer 3 Kanes Wrath,1214179200,Microsoft Xbox 360,6/23/08,null,0 / 10,Teen,Electronic Arts
227,EA,Strategy,No,Command Conquer 3 Tiberium Wars,1178755200,Microsoft Xbox 360,5/10/07,null,0 / 10,Teen,EA
228,null,Strategy,No,Command Conquer Red Alert 3,1226620800,Microsoft Xbox 360,11/14/08,null,0 / 10,null,null
229,THQ,Adventure,No,Conan,1193097600,Microsoft Xbox 360,10/23/07,null,0 / 10,Mature,Nihillistic Software
230,SEGA,"Action, Horror",No,Condemned 2 Bloodshot,1205193600,Microsoft Xbox 360,3/11/08,1,10-Jun,Mature,Monolith Productions
231,Sega,"Action, Horror",No,Condemned Criminal Origins,1145577600,Microsoft Xbox 360,4/21/06,null,10-Jul,Mature,Monolith
232,Eidos,null,No,Conflict Denied Ops,1202774400,Microsoft Xbox 360,2/12/08,null,10-May,null,Pivotal Games
233,Konami,Shooter,No,Contra,1162944000,Microsoft Xbox 360,11/8/06,1,0 / 10,Everyone 10+,Digital Eclipse Software
234,null,null,No,Costume Quest,1287532800,Microsoft Xbox 360,10/20/10,null,0 / 10,Everyone 10+,null
235,null,null,No,CounterStrike GO,,Microsoft Xbox 360,null,null,0 / 10,null,null
236,Microsoft Studios,"Action, Role-Playing, Sandbox",Yes,Crackdown,1171929600,Microsoft Xbox 360,2/20/07,null,0 / 10,Mature,Real Time Worlds
237,Microsoft Games Studio,Shooter,Yes,Crackdown 2,1278374400,Microsoft Xbox 360,7/6/10,4,10-Aug,Mature,Ruffian Games
238,Sierra,null,No,Crash of the Titans,1191456000,Microsoft Xbox 360,10/4/07,null,0 / 10,Everyone 10+,null
239,Activision Blizzard,Platform,Yes,Crash Mind Over Mutant,1223337600,Microsoft Xbox 360,10/7/08,2,10-Jul,Everyone 10+,Radical Entertainment
240,null,Puzzle,No,Crazy Machines Elements,1314144000,Microsoft Xbox 360,8/24/11,null,0 / 10,Everyone,null
241,null,null,No,Crazy Taxi,1290556800,Microsoft Xbox 360,11/24/10,null,0 / 10,Everyone 10+,null
242,Electronic Arts,Sandbox,No,Create,1289865600,Microsoft Xbox 360,11/16/10,1,0 / 10,Everyone,brightlight
243,Microsoft,"Action, Role-Playing",Yes,Crimson Alliance,1315353600,Microsoft Xbox 360,9/7/11,4,0 / 10,Teen,Certain Affinity
244,null,null,No,Crysis,1317686400,Microsoft Xbox 360,10/4/11,null,10-Aug,null,null
245,Electronic Arts,"Action, Shooter",No,Crysis 2,1300752000,Microsoft Xbox 360,3/22/11,null,10-Sep,Mature,Crytek
246,Electronic Arts,Shooter,Yes,Crysis 2 Limited Edition,1300752000,Microsoft Xbox 360,3/22/11,null,0 / 10,Mature,Crytek Studios
247,null,null,No,Crysis 3,1361232000,Microsoft Xbox 360,2/19/13,null,0 / 10,Mature,Crytek
248,Ubisoft,Adventure,No,CSI Deadly Intent,1256601600,Microsoft Xbox 360,10/27/09,1,10-Apr,Mature,Telltale Games
249,null,null,No,CSI Fatal Conspiracy,1288051200,Microsoft Xbox 360,10/26/10,null,0 / 10,null,null
250,UBISOFT,null,No,CSI Hard Evidence,1190851200,Microsoft Xbox 360,9/27/07,1,10-Jun,Mature,Telltale Inc.
251,null,null,No,Culdcept Saga,1202169600,Microsoft Xbox 360,2/5/08,null,0 / 10,null,null
252,Codemasters,null,No,Damnation,1243296000,Microsoft Xbox 360,5/26/09,null,0 / 10,Mature,Blue Omega
253,MTV Games,Music,No,Dance Central,1288828800,Microsoft Xbox 360,11/4/10,2,0 / 10,Teen,Harmonix Music Systems
254,Harmonix Music Systems,Music,No,Dance Central 2,1319500800,Microsoft Xbox 360,10/25/11,2,0 / 10,Teen,Harmonix Music Systems
255,null,Music,No,Dance Central 3,1350345600,Microsoft Xbox 360,10/16/12,null,0 / 10,null,Harmonix
256,null,null,No,Dance Dance Revolution,1302566400,Microsoft Xbox 360,4/12/11,null,0 / 10,Everyone 10+,null
257,null,null,No,Dance Dance Revolution Universe,1174953600,Microsoft Xbox 360,3/27/07,null,0 / 10,null,null
258,null,null,No,Dance Dance Revolution Universe 2,1196726400,Microsoft Xbox 360,12/4/07,null,0 / 10,null,null
259,null,null,No,Dance Magic,1367280000,Microsoft Xbox 360,4/30/13,null,0 / 10,Everyone 10+,null
260,null,null,No,Dance Paradise,1297728000,Microsoft Xbox 360,2/15/11,null,0 / 10,null,null
261,null,null,No,Dance Its Your Stage,1283904000,Microsoft Xbox 360,9/8/10,null,0 / 10,null,null
262,null,null,No,DanceMasters,1288828800,Microsoft Xbox 360,11/4/10,null,0 / 10,null,null
263,Electronic Arts,"Action, Adventure",No,Dantes Inferno,1265673600,Microsoft Xbox 360,2/9/10,1,0 / 10,Mature,Visceral
264,Kalypso Media,"Role-Playing, Stealth",No,Dark,1373328000,Microsoft Xbox 360,7/9/13,null,0 / 10,null,Realmforge Studios
265,null,Role-Playing,No,Dark Messiah Might and Magic Elements,1202860800,Microsoft Xbox 360,2/13/08,4,0 / 10,Mature,"Arkane Studios , Ubisoft Annecy"
266,null,Shooter,No,Dark Sector,1206403200,Microsoft Xbox 360,3/25/08,null,0 / 10,Mature,null
267,Namco Bandai,Role-Playing,Yes,Dark Souls,1317686400,Microsoft Xbox 360,10/4/11,4,0 / 10,Mature,From Software
268,Namco Bandai,Action,No,Dark Souls II,1394496000,Microsoft Xbox 360,3/11/14,null,0 / 10,Mature,FromSoftware
269,Capcom,Shooter,No,Dark Void,1263859200,Microsoft Xbox 360,1/19/10,1,0 / 10,Teen,Airtight Games
270,null,"Action, Shooter",No,Darkest of Days,1252368000,Microsoft Xbox 360,9/8/09,1,0 / 10,null,null
271,THQ,"Action, Adventure",No,Darksiders,1285200000,Microsoft Xbox 360,9/23/10,null,10-Jul,Mature,Vigil Games
272,THQ,"Action, Adventure, Role-Playing",No,Darksiders II,1343779200,Microsoft Xbox 360,8/1/12,1,10-Oct,null,Vigil Games
273,null,null,No,Darkstalkers Resurrection,1363132800,Microsoft Xbox 360,3/13/13,null,0 / 10,null,null
274,Kalypso Media,"Action, Flight Simulator, Role-Playing, Shooter",No,DarkStar One Broken Alliance,1279584000,Microsoft Xbox 360,7/20/10,1,0 / 10,null,Ascaron Entertainment ltd.
275,null,Racing,No,Dash of Destruction,1229472000,Microsoft Xbox 360,12/17/08,1,0 / 10,Everyone,NinjaBee
276,null,null,No,Days of Thunder Arcade,1298592000,Microsoft Xbox 360,2/25/11,null,0 / 10,Everyone 10+,null
277,THQ,Platform,Yes,de Blob 2,1298332800,Microsoft Xbox 360,2/22/11,1,0 / 10,Everyone 10+,Blue Tongue Entertainment
278,Kalypso Media Digital,null,No,Dead Block,1309910400,Microsoft Xbox 360,7/6/11,null,0 / 10,Teen,Candygun Games
279,Deep Silver,null,Yes,Dead Island,1315267200,Microsoft Xbox 360,9/6/11,4,10-Aug,Mature,Techland
280,null,"Action, Role-Playing, Shooter",Yes,Dead Island Game of the Year Edition,1340668800,Microsoft Xbox 360,6/26/12,4,0 / 10,Mature,null
281,Deep Silver,null,No,Dead Island Riptide,1366675200,Microsoft Xbox 360,4/23/13,null,0 / 10,Mature,Techland
282,null,null,No,Dead or Alive 4,1135814400,Microsoft Xbox 360,12/29/05,null,0 / 10,Mature,null
283,null,null,No,Dead or Alive 5,1348531200,Microsoft Xbox 360,9/25/12,null,0 / 10,null,null
284,null,null,No,Dead or Alive 5 Ultimate,1378166400,Microsoft Xbox 360,9/3/13,2,0 / 10,Mature,null
285,null,null,No,Dead or Alive Xtreme 2,1163376000,Microsoft Xbox 360,11/13/06,null,0 / 10,Mature,null
286,Capcom Entertainment Inc.,null,No,Dead Rising,1154995200,Microsoft Xbox 360,8/8/06,null,0 / 10,Mature,Capcom Entertainment Inc.
287,null,null,No,Dead Rising 2,1285632000,Microsoft Xbox 360,9/28/10,null,0 / 10,Mature,null
288,null,null,No,Dead Rising 2 Zombrex Edition,1285632000,Microsoft Xbox 360,9/28/10,null,0 / 10,Mature,null
289,Capcom,"Action, Horror",Yes,Dead Rising 2 Case West,1293408000,Microsoft Xbox 360,12/27/10,2,10-Aug,Mature,Capcom
290,null,"Action, Adventure",No,Dead Rising 2 Case Zero,1283212800,Microsoft Xbox 360,8/31/10,null,0 / 10,Mature,Blue Castle Games
291,null,null,No,Dead Rising 2 Off The Record,1318291200,Microsoft Xbox 360,10/11/11,null,0 / 10,null,null
292,Electronic Arts,"Horror, Shooter",No,Dead Space,1223942400,Microsoft Xbox 360,10/14/08,1,0 / 10,Mature,EA Redwood Shores
293,Electronic Arts,"Action, Adventure, Horror",No,Dead Space 2,1295913600,Microsoft Xbox 360,1/25/11,1,0 / 10,Mature,Visceral Games
294,Electronic Arts,"Horror, Shooter",Yes,Dead Space 3,1360022400,Microsoft Xbox 360,2/5/13,2,0 / 10,Mature,Visceral Games
295,null,null,No,Dead Space Ignition,1286928000,Microsoft Xbox 360,10/13/10,null,0 / 10,Mature,null
296,null,null,No,Dead to Rights Retribution,1272326400,Microsoft Xbox 360,4/27/10,null,0 / 10,null,null
297,null,null,No,Deadliest Catch Alaskan Storm,1213833600,Microsoft Xbox 360,6/19/08,null,0 / 10,Teen,null
298,null,null,No,Deadliest Catch Sea of Chaos,1290988800,Microsoft Xbox 360,11/29/10,null,0 / 10,Everyone 10+,null
299,345 Games,Fighting,No,Deadliest Warrior Ancient Combat,1334534400,Microsoft Xbox 360,4/16/12,null,0 / 10,Mature,null
300,null,null,No,Deadliest Warrior Legends,1309910400,Microsoft Xbox 360,7/6/11,null,0 / 10,Mature,null
301,Microsoft Game Studios,"Action, Horror, Platform",No,Deadlight,1343779200,Microsoft Xbox 360,8/1/12,1,10-Jul,Mature,Tequila Works
302,Ignition Entertainment,"Action, Horror",No,Deadly Premonition,1266883200,Microsoft Xbox 360,2/23/10,1,10-Jul,Mature,Access Games
303,Activision,null,No,Deadpool,1372118400,Microsoft Xbox 360,6/25/13,null,0 / 10,Mature,High Moon
304,AKSYS Games,Action,Yes,Deathsmiles,1167609600,Microsoft Xbox 360,1/1/07,2,0 / 10,Teen,Cave
305,null,null,No,Deathsmiles Limited Edition,1277769600,Microsoft Xbox 360,6/29/10,null,0 / 10,null,null
306,Electronic Arts,null,No,DeathSpank Thongs of Virtue,1294099200,Microsoft Xbox 360,1/4/11,null,0 / 10,Teen,Hothead Games
307,null,null,No,Deca Sports Freedom,1290038400,Microsoft Xbox 360,11/18/10,null,0 / 10,null,null
308,null,null,No,Def Jam Rapstar,1286236800,Microsoft Xbox 360,10/5/10,null,0 / 10,Teen,null
309,EA,Fighting,No,Def Jam Icon,1170720000,Microsoft Xbox 360,2/6/07,2,0 / 10,Teen,EA
310,null,Strategy,No,Defense Grid The Awakening,1251849600,Microsoft Xbox 360,9/2/09,null,0 / 10,Everyone 10+,Hidden Path Entertainment
311,null,Shooter,No,Defiance,1364860800,Microsoft Xbox 360,4/2/13,null,0 / 10,Mature,null
312,Activision,"Action, Role-Playing",Yes,Destiny,1410220800,Microsoft Xbox 360,9/9/14,4,0 / 10,Mature,Bungie Software
313,THQ,"Sandbox, Shooter",No,Destroy All Humans Path of the Furon,1228089600,Microsoft Xbox 360,12/1/08,1,0 / 10,Teen,Sandblast Games
314,Square Enix,Action,No,Deus Ex Human Revolution Directors Cut,1382400000,Microsoft Xbox 360,10/22/13,1,0 / 10,Mature,Eidos Montreal
315,Square Enix,Shooter,No,Deus Ex Human Revolution,1314057600,Microsoft Xbox 360,8/23/11,1,0 / 10,Mature,Eidos Studios - Montreal
316,Square Enix,null,No,Deus Ex Human Revolution Augmented Edition,1314057600,Microsoft Xbox 360,8/23/11,null,0 / 10,Mature,Eidos Montreal
317,Capcom,null,No,Devil May Cry 4,1202169600,Microsoft Xbox 360,2/5/08,null,0 / 10,Mature,null
318,Capcom,Action,No,Devil May Cry HD Collection,1333411200,Microsoft Xbox 360,4/3/12,1,0 / 10,Mature,Capcom
319,Activision,"Action, Adventure, Role-Playing",Yes,Diablo III,1378166400,Microsoft Xbox 360,9/3/13,4,0 / 10,Mature,Blizzard
320,Blizzard,"Action, Adventure, Role-Playing",No,Diablo III Reaper of Souls Ultimate Evil Edition,1408406400,Microsoft Xbox 360,8/19/14,4,0 / 10,Mature,Blizzard
321,Codemasters Software,Racing,No,DiRT 3,1306195200,Microsoft Xbox 360,5/24/11,4,0 / 10,Teen,null
322,"Codemasters Software, Inc.",Racing,No,Dirt 3 Complete Edition,1332201600,Microsoft Xbox 360,3/20/12,4,0 / 10,Teen,null
323,null,Racing,No,Dirt Showdown,1339459200,Microsoft Xbox 360,6/12/12,null,0 / 10,Everyone 10+,null
324,Bethesda Softworks,"Action, Adventure, Role-Playing, Stealth",No,Dishonored,1350000000,Microsoft Xbox 360,10/12/12,1,0 / 10,Mature,Arkane Studios
325,null,null,No,Dishonored The Knife of Dunwall,1376352000,Microsoft Xbox 360,8/13/13,null,0 / 10,null,null
326,null,null,No,Disney Epic Mickey 2 The Power of Two,1353196800,Microsoft Xbox 360,11/18/12,null,0 / 10,Everyone,null
327,Disney Interactive Studios,"Action, Adventure",Yes,Disney Infinity,1376784000,Microsoft Xbox 360,8/18/13,2,0 / 10,Everyone 10+,Avalanche Software
328,null,null,No,Disney Sing It,1224547200,Microsoft Xbox 360,10/21/08,null,0 / 10,Everyone,null
329,null,null,No,Disney Sing It High School Musical 3 Senior Year,1234828800,Microsoft Xbox 360,2/17/09,null,0 / 10,Everyone,null
330,Disney Interactive Studios,"Action, Adventure",No,Disney Universe,1319500800,Microsoft Xbox 360,10/25/11,null,0 / 10,Everyone 10+,Eurocom Entertainment Software
331,Atlus,"Adventure, Role-Playing",No,Divinity II The Dragon Knight Saga,1302566400,Microsoft Xbox 360,4/12/11,1,0 / 10,Mature,Larian Studios
332,CDV,Role-Playing,No,Divinity II Ego Draconis,1262736000,Microsoft Xbox 360,1/6/10,1,0 / 10,Mature,Larian Studios
333,Activision,Music,No,DJ Hero,1256601600,Microsoft Xbox 360,10/27/09,2,0 / 10,Teen,"FreeStyleGames, Exient Entertainment"
334,Activision,Music,No,DJ Hero 2,1287446400,Microsoft Xbox 360,10/19/10,2,0 / 10,Teen,Freestyle Games
335,Capcom,"Action, Adventure",No,DmC Devil May Cry,1358208000,Microsoft Xbox 360,1/15/13,1,0 / 10,Mature,Ninja Theory
336,Rising Star Games,Shooter,Yes,DoDonPachi Resurrection Deluxe Edition,1320364800,Microsoft Xbox 360,11/4/11,2,0 / 10,Teen,Cave
337,null,Shooter,Yes,DoDonPachi Saidaioujou,,Microsoft Xbox 360,null,2,0 / 10,null,cave
338,null,Sports,No,Don Bradman Cricket,1397174400,Microsoft Xbox 360,4/11/14,null,0 / 10,null,null
339,2K Sports,Sports,No,Don King Presents Prizefighter,1213056000,Microsoft Xbox 360,6/10/08,null,0 / 10,Teen,Venom Games
340,Bethesda Softworks,"Action, Shooter",No,Doom 3 BFG Edition,1350345600,Microsoft Xbox 360,10/16/12,4,0 / 10,Mature,null
341,null,Platform,No,Doritos Crash Course,1291766400,Microsoft Xbox 360,12/8/10,4,0 / 10,Everyone,Wanako Studios
342,null,Platform,No,Doritos Crash Course 2,1367971200,Microsoft Xbox 360,5/8/13,4,0 / 10,Everyone,Behaviour Interactive
343,Microsoft Game Studios,"Action, Adventure",No,Double Fine Happy Action Theater,1328054400,Microsoft Xbox 360,2/1/12,4,0 / 10,Everyone,Double Fine Productions
344,Electronic Arts,Role-Playing,No,Dragon Age II,1299542400,Microsoft Xbox 360,3/8/11,1,0 / 10,Mature,Bioware
345,Electronic Arts,"Adventure, Role-Playing",No,Dragon Age Inquisition,1416268800,Microsoft Xbox 360,11/18/14,1,0 / 10,null,Bioware
346,Electronic Arts,Role-Playing,No,Dragon Age Origins,1257206400,Microsoft Xbox 360,11/3/09,1,0 / 10,null,Bioware
347,Electronic Arts,"Role-Playing, Strategy",No,Dragon Age Origins Awakening,1268697600,Microsoft Xbox 360,3/16/10,1,0 / 10,Mature,BioWare
348,null,null,No,Dragon Age Origins Ultimate Edition,1287964800,Microsoft Xbox 360,10/25/10,null,0 / 10,Mature,null
349,Namco Bandai,Fighting,No,Dragon Ball Z for Kinect,1349740800,Microsoft Xbox 360,10/9/12,1,10-May,Teen,Spike ChunSoft
350,null,null,No,Dragon Ball Z Burst Limit,1213056000,Microsoft Xbox 360,6/10/08,null,0 / 10,Teen,null
351,null,null,No,Dragon Ball Z Ultimate Tenkaichi,1319500800,Microsoft Xbox 360,10/25/11,null,0 / 10,null,null
352,Namco Bandai,Fighting,No,Dragon Ball Raging Blast,1257811200,Microsoft Xbox 360,11/10/09,2,0 / 10,Teen,Spike
353,Bandai,Fighting,No,Dragon Ball Raging Blast 2,1288656000,Microsoft Xbox 360,11/2/10,2,0 / 10,Teen,Spike
354,Capcom,"Action, Role-Playing",No,Dragons Dogma,1337644800,Microsoft Xbox 360,5/22/12,1,10-Feb,Mature,Capcom
355,Capcom,null,No,Dragons Dogma Dark Arisen,1366675200,Microsoft Xbox 360,4/23/13,1,0 / 10,Mature,Capcom
356,Sega,Action,No,Dreamcast Collection,1298332800,Microsoft Xbox 360,2/22/11,null,0 / 10,Teen,Sega
357,Activision,null,No,DreamWorks Super Star Kartz,1321315200,Microsoft Xbox 360,11/15/11,null,0 / 10,Everyone,Activision
358,Ubisoft,"Action, Racing",No,Driver San Francisco,1315267200,Microsoft Xbox 360,9/6/11,1,0 / 10,Teen,Ubisoft
359,null,null,No,Droplitz,1245801600,Microsoft Xbox 360,6/24/09,null,0 / 10,Everyone,null
360,Microsoft,"Adventure, Platform",No,Ducktales Remastered,1383955200,Microsoft Xbox 360,11/9/13,1,10-Oct,Everyone,Capcom
361,2K Games,"Action, Shooter",No,Duke Nukem Forever,1308009600,Microsoft Xbox 360,6/14/11,4,10-May,Mature,Gearbox
362,null,null,No,Dunamis 15,1316044800,Microsoft Xbox 360,9/15/11,null,0 / 10,null,null
363,null,null,No,Dungeon Defenders,1318982400,Microsoft Xbox 360,10/19/11,null,0 / 10,Everyone 10+,null
364,null,"Action, Adventure",Yes,Dungeon Siege III,1308614400,Microsoft Xbox 360,6/21/11,2,0 / 10,Teen,null
365,Capcom,"Action, Adventure, Role-Playing",Yes,Dungeons Dragons Chronicles of Mystara,1371513600,Microsoft Xbox 360,6/18/13,4,0 / 10,Teen,Capcom
366,null,null,null,Dust An Elysian Tail,,Microsoft Xbox 360,null,null,0 / 10,null,null
367,Techland,"Action, Adventure, Horror",No,Dying Light,1422316800,Microsoft Xbox 360,1/27/15,1,0 / 10,null,Techland
368,null,null,No,Dynasty Warriors 5 Empires,1150934400,Microsoft Xbox 360,6/22/06,null,0 / 10,null,null
369,KOEI Ltd.,Action,No,Dynasty Warriors 6,1203379200,Microsoft Xbox 360,2/19/08,null,0 / 10,Teen,Omega Force
370,Koei,null,No,Dynasty Warriors 6 Empires,1245715200,Microsoft Xbox 360,6/23/09,null,0 / 10,Teen,Omega Force
371,null,null,No,Dynasty Warriors 7,1301356800,Microsoft Xbox 360,3/29/11,null,0 / 10,Teen,null
372,Koei,null,No,Dynasty Warriors 8,1373932800,Microsoft Xbox 360,7/16/13,null,0 / 10,null,Omega Force
373,null,null,No,Dynasty Warriors Gundam,1188259200,Microsoft Xbox 360,8/28/07,null,0 / 10,Teen,null
374,Namco Bandai,"Action, Fighting, Strategy",No,Dynasty Warriors Gundam 2,1240358400,Microsoft Xbox 360,4/22/09,2,0 / 10,Teen,Koei/Omega Force
375,null,null,No,Dynasty Warriors Gundam 3,1309219200,Microsoft Xbox 360,6/28/11,null,0 / 10,Teen,null
376,null,null,No,Dynasty Warriors Strikeforce,1266278400,Microsoft Xbox 360,2/16/10,null,0 / 10,Teen,null
377,EA Sports,Sports,No,EA Sports Active 20,1289865600,Microsoft Xbox 360,11/16/10,1,0 / 10,Everyone,EA Canada
378,EA Sports,Fighting,No,EA Sports MMA,1287446400,Microsoft Xbox 360,10/19/10,2,10-Aug,Teen,Tiburon
379,D3 Publisher,"Action, Adventure, Shooter",Yes,Earth Defense Force 2017,1174348800,Microsoft Xbox 360,3/20/07,1,0 / 10,Teen,Sandlot
380,D3 Publisher,Action,Yes,Earth Defense Force 2025,1392681600,Microsoft Xbox 360,2/18/14,4,0 / 10,Mature,Sandlot
381,null,null,No,Earth Defense Force Insect Armageddon,1309824000,Microsoft Xbox 360,7/5/11,null,0 / 10,null,null
382,null,Shooter,No,Eat Lead The Return of Matt Hazard,1236038400,Microsoft Xbox 360,3/3/09,1,0 / 10,Teen,null
383,UTV Ignition Entertainment,null,No,El Shaddai Ascension of the Metatron,1313452800,Microsoft Xbox 360,8/16/11,null,0 / 10,Teen,UTV Ignition Entertainment
384,Ubisoft,Role-Playing,No,Enchanted Arms,1156809600,Microsoft Xbox 360,8/29/06,1,0 / 10,Teen,From Software
385,null,null,No,Enemy Territory Quake Wars,1211846400,Microsoft Xbox 360,5/27/08,null,0 / 10,null,null
386,Namco,"Action, Adventure, Platform",No,Enslaved Odyssey to the West,1286236800,Microsoft Xbox 360,10/5/10,1,0 / 10,Teen,Ninja Theory
387,null,null,No,Eragon,1163462400,Microsoft Xbox 360,11/14/06,null,0 / 10,Teen,null
388,null,Shooter,No,Eschatos,,Microsoft Xbox 360,null,1,0 / 10,null,Qute
389,null,Shooter,Yes,Espgaluda 2,,Microsoft Xbox 360,null,2,0 / 10,null,null
